,NUMERO EXPEDIENTE,DESCRIPCION CAUSA
22667,2013S002718,No hi ha causa mediata
22668,2013S004112,No hi ha causa mediata
22669,2013S000290,No hi ha causa mediata
22670,2013S005697,No hi ha causa mediata
22671,2013S002644,No hi ha causa mediata
22672,2013S004842,No hi ha causa mediata
22673,2013S003511,No hi ha causa mediata
22674,2013S002098,No hi ha causa mediata
22675,2013S001395,No hi ha causa mediata
22676,2013S008866,No hi ha causa mediata
22677,2013S006675,No hi ha causa mediata
22678,2013S003247,Alcoholèmia
22679,2013S009081,No hi ha causa mediata
22680,2013S007916,No hi ha causa mediata
22681,2013S000059,No hi ha causa mediata
22682,2013S004496,No hi ha causa mediata
22683,2013S006699,No hi ha causa mediata
22684,2013S004759,No hi ha causa mediata
22685,2013S002402,No hi ha causa mediata
22686,2013S002872,No hi ha causa mediata
22687,2013S004111,No hi ha causa mediata
22688,2013S007375,No hi ha causa mediata
22689,2013S006946,No hi ha causa mediata
22690,2013S005601,No hi ha causa mediata
22691,2013S006673,No hi ha causa mediata
22692,2013S006717,No hi ha causa mediata
22693,2013S008502,No hi ha causa mediata
22694,2013S006882,No hi ha causa mediata
22695,2013S008531,No hi ha causa mediata
22696,2013S005043,No hi ha causa mediata
22697,2013S005637,No hi ha causa mediata
22698,2013S000766,No hi ha causa mediata
22699,2013S000067,No hi ha causa mediata
22700,2013S007901,No hi ha causa mediata
22701,2013S000626,No hi ha causa mediata
22702,2013S007982,No hi ha causa mediata
22703,2013S007907,No hi ha causa mediata
22704,2013S002039,No hi ha causa mediata
22705,2013S008026,No hi ha causa mediata
22706,2013S003291,No hi ha causa mediata
22707,2013S005058,No hi ha causa mediata
22708,2013S008920,No hi ha causa mediata
22709,2013S002434,No hi ha causa mediata
22710,2013S005488,No hi ha causa mediata
22711,2013S002433,Excés de velocitat o inadequada
22712,2013S009407,No hi ha causa mediata
22713,2013S004328,No hi ha causa mediata
22714,2013S003753,No hi ha causa mediata
22715,2013S004609,No hi ha causa mediata
22716,2013S004700,No hi ha causa mediata
22717,2013S002728,No hi ha causa mediata
22718,2013S003992,No hi ha causa mediata
22719,2013S007670,No hi ha causa mediata
22720,2013S008436,No hi ha causa mediata
22721,2013S003965,Alcoholèmia
22722,2013S001031,Alcoholèmia
22723,2013S000030,No hi ha causa mediata
22724,2013S001565,No hi ha causa mediata
22725,2013S001526,No hi ha causa mediata
22726,2013S004781,No hi ha causa mediata
22727,2013S000056,No hi ha causa mediata
22728,2013S001651,No hi ha causa mediata
22729,2013S001183,No hi ha causa mediata
22730,2013S003680,No hi ha causa mediata
22731,2013S006078,No hi ha causa mediata
22732,2013S005998,No hi ha causa mediata
22733,2013S006463,No hi ha causa mediata
22734,2013S005496,No hi ha causa mediata
22735,2013S004173,No hi ha causa mediata
22736,2013S001488,No hi ha causa mediata
22737,2013S009408,No hi ha causa mediata
22738,2013S008651,No hi ha causa mediata
22739,2013S000078,No hi ha causa mediata
22740,2013S005265,No hi ha causa mediata
22741,2013S001537,No hi ha causa mediata
22742,2013S001782,Alcoholèmia
22743,2013S007441,No hi ha causa mediata
22744,2013S008002,No hi ha causa mediata
22745,2013S008403,No hi ha causa mediata
22746,2013S007955,No hi ha causa mediata
22747,2013S006572,No hi ha causa mediata
22748,2013S000448,No hi ha causa mediata
22749,2013S000443,No hi ha causa mediata
22750,2013S008559,No hi ha causa mediata
22751,2013S003990,No hi ha causa mediata
22752,2013S005155,No hi ha causa mediata
22753,2013S004367,No hi ha causa mediata
22754,2013S000935,No hi ha causa mediata
22755,2013S002447,No hi ha causa mediata
22756,2013S000880,No hi ha causa mediata
22757,2013S000764,No hi ha causa mediata
22758,2013S002426,No hi ha causa mediata
22759,2013S007310,No hi ha causa mediata
22760,2013S000500,No hi ha causa mediata
22761,2013S002150,No hi ha causa mediata
22762,2013S003792,No hi ha causa mediata
22763,2013S003563,No hi ha causa mediata
22764,2013S000097,No hi ha causa mediata
22765,2013S002494,No hi ha causa mediata
22766,2013S006336,No hi ha causa mediata
22767,2013S008313,Calçada en mal estat
22768,2013S006959,No hi ha causa mediata
22769,2013S007644,No hi ha causa mediata
22770,2013S007314,No hi ha causa mediata
22771,2013S009201,No hi ha causa mediata
22772,2013S007871,No hi ha causa mediata
22773,2013S006871,Calçada en mal estat
22774,2013S000154,No hi ha causa mediata
22775,2013S003573,No hi ha causa mediata
22776,2013S005653,No hi ha causa mediata
22777,2013S005390,No hi ha causa mediata
22778,2013S002281,No hi ha causa mediata
22779,2013S005884,No hi ha causa mediata
22780,2013S009033,No hi ha causa mediata
22781,2013S001804,No hi ha causa mediata
22782,2013S008087,No hi ha causa mediata
22783,2013S002025,No hi ha causa mediata
22784,2013S005210,No hi ha causa mediata
22785,2013S006629,No hi ha causa mediata
22786,2013S009394,No hi ha causa mediata
22787,2013S006830,No hi ha causa mediata
22788,2013S000696,No hi ha causa mediata
22789,2013S008472,No hi ha causa mediata
22790,2013S006014,No hi ha causa mediata
22791,2013S007781,No hi ha causa mediata
22792,2013S002147,No hi ha causa mediata
22793,2013S005121,No hi ha causa mediata
22794,2013S000535,No hi ha causa mediata
22795,2013S005324,No hi ha causa mediata
22796,2013S001091,No hi ha causa mediata
22797,2013S004242,No hi ha causa mediata
22798,2013S008591,No hi ha causa mediata
22799,2013S001372,No hi ha causa mediata
22800,2013S007998,No hi ha causa mediata
22801,2013S001348,No hi ha causa mediata
22802,2013S001363,Excés de velocitat o inadequada
22803,2013S002103,No hi ha causa mediata
22804,2013S000289,No hi ha causa mediata
22805,2013S000072,No hi ha causa mediata
22806,2013S006310,No hi ha causa mediata
22807,2013S003766,No hi ha causa mediata
22808,2013S009080,No hi ha causa mediata
22809,2013S009085,No hi ha causa mediata
22810,2013S002161,No hi ha causa mediata
22811,2013S007704,No hi ha causa mediata
22812,2013S000873,No hi ha causa mediata
22813,2013S008147,No hi ha causa mediata
22814,2013S006453,No hi ha causa mediata
22815,2013S008066,No hi ha causa mediata
22816,2013S006793,No hi ha causa mediata
22817,2013S005794,No hi ha causa mediata
22818,2013S002582,No hi ha causa mediata
22819,2013S000642,No hi ha causa mediata
22820,2013S009368,Alcoholèmia
22821,2013S007622,No hi ha causa mediata
22822,2013S008679,No hi ha causa mediata
22823,2013S007567,No hi ha causa mediata
22824,2013S001854,No hi ha causa mediata
22825,2013S004290,Alcoholèmia
22826,2013S002663,No hi ha causa mediata
22827,2013S004805,No hi ha causa mediata
22828,2013S000891,No hi ha causa mediata
22829,2013S004622,No hi ha causa mediata
22830,2013S001211,No hi ha causa mediata
22831,2013S008546,No hi ha causa mediata
22832,2013S003950,No hi ha causa mediata
22833,2013S007944,No hi ha causa mediata
22834,2013S004701,No hi ha causa mediata
22835,2013S004118,No hi ha causa mediata
22836,2013S007244,No hi ha causa mediata
22837,2013S001312,No hi ha causa mediata
22838,2013S003555,No hi ha causa mediata
22839,2013S003159,No hi ha causa mediata
22840,2013S004774,No hi ha causa mediata
22841,2013S001280,No hi ha causa mediata
22842,2013S008890,No hi ha causa mediata
22843,2013S000247,No hi ha causa mediata
22844,2013S000884,No hi ha causa mediata
22845,2013S007773,No hi ha causa mediata
22846,2013S007733,No hi ha causa mediata
22847,2013S006987,No hi ha causa mediata
22848,2013S002839,No hi ha causa mediata
22849,2013S004436,No hi ha causa mediata
22850,2013S004275,No hi ha causa mediata
22851,2013S001533,No hi ha causa mediata
22852,2013S001132,No hi ha causa mediata
22853,2013S007166,No hi ha causa mediata
22854,2013S006196,No hi ha causa mediata
22855,2013S006530,No hi ha causa mediata
22856,2013S005709,No hi ha causa mediata
22857,2013S006965,No hi ha causa mediata
22858,2013S003712,No hi ha causa mediata
22859,2013S002960,No hi ha causa mediata
22860,2013S002528,No hi ha causa mediata
22861,2013S008410,No hi ha causa mediata
22862,2013S003711,No hi ha causa mediata
22863,2013S000781,No hi ha causa mediata
22864,2013S003557,No hi ha causa mediata
22865,2013S000172,No hi ha causa mediata
22866,2013S004543,No hi ha causa mediata
22867,2013S008078,No hi ha causa mediata
22868,2013S006345,No hi ha causa mediata
22869,2013S008156,No hi ha causa mediata
22870,2013S003672,No hi ha causa mediata
22871,2013S008076,No hi ha causa mediata
22872,2013S000892,No hi ha causa mediata
22873,2013S006630,No hi ha causa mediata
22874,2013S008462,No hi ha causa mediata
22875,2013S004739,No hi ha causa mediata
22876,2013S000926,No hi ha causa mediata
22877,2013S008352,No hi ha causa mediata
22878,2013S003634,No hi ha causa mediata
22879,2013S004117,Calçada en mal estat
22880,2013S009453,No hi ha causa mediata
22881,2013S007599,No hi ha causa mediata
22882,2013S005093,No hi ha causa mediata
22883,2013S003801,No hi ha causa mediata
22884,2013S003922,No hi ha causa mediata
22885,2013S007742,No hi ha causa mediata
22886,2013S003088,No hi ha causa mediata
22887,2013S000809,No hi ha causa mediata
22888,2013S006049,No hi ha causa mediata
22889,2013S006399,No hi ha causa mediata
22890,2013S000037,No hi ha causa mediata
22891,2013S002821,No hi ha causa mediata
22892,2013S003940,No hi ha causa mediata
22893,2013S006362,No hi ha causa mediata
22894,2013S002884,No hi ha causa mediata
22895,2013S008758,No hi ha causa mediata
22896,2013S000984,No hi ha causa mediata
22897,2013S006504,No hi ha causa mediata
22898,2013S000776,No hi ha causa mediata
22899,2013S006410,No hi ha causa mediata
22900,2013S000771,No hi ha causa mediata
22901,2013S002558,No hi ha causa mediata
22902,2013S006051,No hi ha causa mediata
22903,2013S006470,No hi ha causa mediata
22904,2013S005418,No hi ha causa mediata
22905,2013S000971,No hi ha causa mediata
22906,2013S008603,No hi ha causa mediata
22907,2013S005101,Alcoholèmia
22908,2013S001182,No hi ha causa mediata
22909,2013S007695,No hi ha causa mediata
22910,2013S005287,No hi ha causa mediata
22911,2013S009055,No hi ha causa mediata
22912,2013S007302,No hi ha causa mediata
22913,2013S001310,No hi ha causa mediata
22914,2013S008319,No hi ha causa mediata
22915,2013S006054,No hi ha causa mediata
22916,2013S004208,No hi ha causa mediata
22917,2013S004764,No hi ha causa mediata
22918,2013S004833,No hi ha causa mediata
22919,2013S004773,No hi ha causa mediata
22920,2013S002487,No hi ha causa mediata
22921,2013S004096,No hi ha causa mediata
22922,2013S006150,No hi ha causa mediata
22923,2013S006131,No hi ha causa mediata
22924,2013S004590,No hi ha causa mediata
22925,2013S005675,No hi ha causa mediata
22926,2013S001233,No hi ha causa mediata
22927,2013S007072,Alcoholèmia
22928,2013S001882,No hi ha causa mediata
22929,2013S000539,No hi ha causa mediata
22930,2013S001828,No hi ha causa mediata
22931,2013S003818,No hi ha causa mediata
22932,2013S002553,No hi ha causa mediata
22933,2013S008880,No hi ha causa mediata
22934,2013S007394,Excés de velocitat o inadequada
22935,2013S009331,No hi ha causa mediata
22936,2013S000196,No hi ha causa mediata
22937,2013S004108,No hi ha causa mediata
22938,2013S005663,No hi ha causa mediata
22939,2013S009447,No hi ha causa mediata
22940,2013S008113,No hi ha causa mediata
22941,2013S008572,No hi ha causa mediata
22942,2013S006711,No hi ha causa mediata
22943,2013S003446,No hi ha causa mediata
22944,2013S007609,No hi ha causa mediata
22945,2013S000438,No hi ha causa mediata
22946,2013S002785,No hi ha causa mediata
22947,2013S008611,No hi ha causa mediata
22948,2013S005946,No hi ha causa mediata
22949,2013S004714,No hi ha causa mediata
22950,2013S006976,No hi ha causa mediata
22951,2013S005630,No hi ha causa mediata
22952,2013S002064,No hi ha causa mediata
22953,2013S002181,No hi ha causa mediata
22954,2013S006743,No hi ha causa mediata
22955,2013S002077,No hi ha causa mediata
22956,2013S006297,No hi ha causa mediata
22957,2013S002910,No hi ha causa mediata
22958,2013S001836,No hi ha causa mediata
22959,2013S001013,No hi ha causa mediata
22960,2013S007227,No hi ha causa mediata
22961,2013S002099,No hi ha causa mediata
22962,2013S000413,No hi ha causa mediata
22963,2013S005328,No hi ha causa mediata
22964,2013S006756,No hi ha causa mediata
22965,2013S006870,No hi ha causa mediata
22966,2013S006035,No hi ha causa mediata
22967,2013S000061,No hi ha causa mediata
22968,2013S003622,No hi ha causa mediata
22969,2013S000512,No hi ha causa mediata
22970,2013S005629,No hi ha causa mediata
22971,2013S005278,No hi ha causa mediata
22972,2013S003945,No hi ha causa mediata
22973,2013S004716,No hi ha causa mediata
22974,2013S008238,No hi ha causa mediata
22975,2013S001199,Alcoholèmia
22976,2013S007284,No hi ha causa mediata
22977,2013S002526,No hi ha causa mediata
22978,2013S009252,No hi ha causa mediata
22979,2013S005966,No hi ha causa mediata
22980,2013S007103,No hi ha causa mediata
22981,2013S007135,No hi ha causa mediata
22982,2013S001237,No hi ha causa mediata
22983,2013S006199,No hi ha causa mediata
22984,2013S007808,No hi ha causa mediata
22985,2013S005590,No hi ha causa mediata
22986,2013S007517,No hi ha causa mediata
22987,2013S004474,No hi ha causa mediata
22988,2013S006207,No hi ha causa mediata
22989,2013S007592,No hi ha causa mediata
22990,2013S006641,No hi ha causa mediata
22991,2013S001301,No hi ha causa mediata
22992,2013S005062,No hi ha causa mediata
22993,2013S005144,No hi ha causa mediata
22994,2013S001417,No hi ha causa mediata
22995,2013S001891,No hi ha causa mediata
22996,2013S005244,No hi ha causa mediata
22997,2013S001947,No hi ha causa mediata
22998,2013S007130,No hi ha causa mediata
22999,2013S002885,No hi ha causa mediata
23000,2013S008388,No hi ha causa mediata
23001,2013S007396,No hi ha causa mediata
23002,2013S007751,No hi ha causa mediata
23003,2013S002924,No hi ha causa mediata
23004,2013S008934,No hi ha causa mediata
23005,2013S000602,No hi ha causa mediata
23006,2013S006542,No hi ha causa mediata
23007,2013S000514,No hi ha causa mediata
23008,2013S004149,No hi ha causa mediata
23009,2013S001958,No hi ha causa mediata
23010,2013S002127,No hi ha causa mediata
23011,2013S000260,No hi ha causa mediata
23012,2013S001793,No hi ha causa mediata
23013,2013S005693,No hi ha causa mediata
23014,2013S006631,No hi ha causa mediata
23015,2013S005134,No hi ha causa mediata
23016,2013S007270,No hi ha causa mediata
23017,2013S002420,No hi ha causa mediata
23018,2013S005988,No hi ha causa mediata
23019,2013S005002,No hi ha causa mediata
23020,2013S007003,No hi ha causa mediata
23021,2013S000968,No hi ha causa mediata
23022,2013S003210,No hi ha causa mediata
23023,2013S000341,No hi ha causa mediata
23024,2013S005046,No hi ha causa mediata
23025,2013S007489,No hi ha causa mediata
23026,2013S000690,No hi ha causa mediata
23027,2013S006638,No hi ha causa mediata
23028,2013S007453,No hi ha causa mediata
23029,2013S002853,No hi ha causa mediata
23030,2013S003925,No hi ha causa mediata
23031,2013S007041,No hi ha causa mediata
23032,2013S003280,No hi ha causa mediata
23033,2013S009264,No hi ha causa mediata
23034,2013S008300,No hi ha causa mediata
23035,2013S007675,No hi ha causa mediata
23036,2013S000548,No hi ha causa mediata
23037,2013S000384,No hi ha causa mediata
23038,2013S003578,No hi ha causa mediata
23039,2013S000532,No hi ha causa mediata
23040,2013S003865,No hi ha causa mediata
23041,2013S003991,No hi ha causa mediata
23042,2013S001943,No hi ha causa mediata
23043,2013S003098,No hi ha causa mediata
23044,2013S002088,No hi ha causa mediata
23045,2013S003209,No hi ha causa mediata
23046,2013S006554,No hi ha causa mediata
23047,2013S009116,No hi ha causa mediata
23048,2013S005826,No hi ha causa mediata
23049,2013S007763,No hi ha causa mediata
23050,2013S006668,No hi ha causa mediata
23051,2013S008240,No hi ha causa mediata
23052,2013S004422,No hi ha causa mediata
23053,2013S001778,No hi ha causa mediata
23054,2013S006760,No hi ha causa mediata
23055,2013S007162,No hi ha causa mediata
23056,2013S003829,No hi ha causa mediata
23057,2013S000507,No hi ha causa mediata
23058,2013S004884,No hi ha causa mediata
23059,2013S006295,No hi ha causa mediata
23060,2013S000851,No hi ha causa mediata
23061,2013S000242,No hi ha causa mediata
23062,2013S005771,Alcoholèmia
23063,2013S000168,No hi ha causa mediata
23064,2013S000352,No hi ha causa mediata
23065,2013S000404,No hi ha causa mediata
23066,2013S000383,No hi ha causa mediata
23067,2013S003659,No hi ha causa mediata
23068,2013S005427,No hi ha causa mediata
23069,2013S001662,No hi ha causa mediata
23070,2013S001005,No hi ha causa mediata
23071,2013S002061,No hi ha causa mediata
